question_id,question,gold_answer,ner_tag,level_A,n_correct_A,level_B,n_correct_B,agreement
sfq_10103,Who has been Archbishop of York since 2005?,John Sentamu,PERSON,strong-knows,3,strong-knows,3,True
sfq_10352,In which mountains does the Loire river rise?,Cevennes,LOC,doesn't-know,0,doesn't-know,0,True
sfq_10482,"""""""Love Never Dies"""" is the sequel to which stage musical?""",Phantom of the Opera,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_10502,Rebecca Front plays Detective Chief Superintendent Innocent in which TV series?,LEWIS,WORK_OF_ART,doesn't-know,0,doesn't-know,0,True
sfq_11088,In which book did Edgar Linton marry Catherine Eamshaw?,WUTHERING HEIGHTS,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_11890,"""Which musical is the sequel to """"The Phantom of the Opera""""?""",Love Never Dies,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_1192,"Which group has had hits with the albums 'Hopes and Fears', and `Under the Iron Sea'?",Keane,ORG,strong-knows,3,strong-knows,3,True
sfq_12020,What was the nickname of United States General Joseph Stilwell?,VINEGAR JOE,PERSON,strong-knows,3,strong-knows,3,True
sfq_12025,Name the Danny Boyle biopic about a climber trapped by a boulder for more than five days?,127 HOURS,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_12070,Which island off Cape Cod was once the site of the world's biggest whaling port?,NANTUCKET,GPE,strong-knows,3,strong-knows,3,True
sfq_12262,In what year did Pope John Paul II die?,2005,DATE,strong-knows,3,strong-knows,3,True
sfq_12433,Dutch Motor Racer Maurice Gatsonides invented which aid to racing that has become a curse to drivers?,SPEED CAMERA,PRODUCT,guess,1,weak-knows,2,False
sfq_12468,'Citizen Smith' was the creation of which TV writer?,JOHN SULLIVAN,PERSON,weak-knows,2,strong-knows,3,False
sfq_12529,The London restaurant Le Gavroche is run by which chef?,Michel (Albert) Roux,PERSON,doesn't-know,0,doesn't-know,0,True
sfq_1263,"Who was the deviser, producer and director 'That Was The Week That Was'?",Ned Sherrin,PERSON,strong-knows,3,strong-knows,3,True
sfq_12765,Who was housekeeper to Sherlock Holmes?,Mrs Hudson,PERSON,strong-knows,3,strong-knows,3,True
sfq_12951,What was the French sounding winner of the 2011 Epsom Derby?,Pour Moi,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_1299,On which island does a narrow gauge railway run from Craignure to Torosay Castle?,Mull,LOC,strong-knows,3,strong-knows,3,True
sfq_13336,Who became Secretary -General of the Soviet Communist Party in 1985?,Mikhail Gorbachev,PERSON,strong-knows,3,strong-knows,3,True
sfq_13483,What was Michelle Obama's maiden name?,ROBINSON,PERSON,strong-knows,3,strong-knows,3,True
sfq_13503,"Who led a revolt against the Normans in 1070 from stronghold on the Isle of Ely? ,",HEREWARD THE WAKE,PERSON,strong-knows,3,strong-knows,3,True
sfq_13540,"In which year was Sputnik, the first man-made satellite, launched?",1957,DATE,strong-knows,3,strong-knows,3,True
sfq_13543,The Hunter Valley is which country's oldest wine region?,Australia,GPE,strong-knows,3,strong-knows,3,True
sfq_13640,Swede Gunder Hagg held the athletics world record for which event until the 6th May 1954?,MILE,EVENT,doesn't-know,0,strong-knows,3,False
sfq_13780,"The UK's longest National Trail, what path stretches 630 miles between Minehead and Poole Harbour?",SOUTH WEST COAST,LOC,strong-knows,3,strong-knows,3,True
sfq_13946,Who made the 1995 album 'Jagged Little Pill' which sold 33 million copies?,ALANIS MORISSETTE,PERSON,strong-knows,3,strong-knows,3,True
sfq_14030,Which contestant was first to be voted off the 2011 'Strictly Come Dancing' competition?,EDWINA CURRIE,PERSON,guess,1,guess,1,True
sfq_14036,"In which Indian city is Eden Gardens, the second largest test cricket ground in the world?",KOLKATA,GPE,strong-knows,3,strong-knows,3,True
sfq_14039,Which car manufacturer has its headquarters at Martorell near Barcelona?,SEAT,ORG,strong-knows,3,strong-knows,3,True
sfq_14172,"Which American wit said, 'This is not a novel to be tossed aside lightly. It should be thrown with great force'?",Dorothy Parker,PERSON,strong-knows,3,strong-knows,3,True
sfq_14187,The Whitworth Art Gallery is in which English city?,MANCHESTER,GPE,strong-knows,3,strong-knows,3,True
sfq_14197,Which opera star was born Claire Mary Teresa Rawstron in 1944?,KIRI TE KANAWA,PERSON,doesn't-know,0,strong-knows,3,False
sfq_14306,"""Who, in 1791, wrote """"The Life of Samuel Johnson""""?""",(James) BOSWELL,PERSON,strong-knows,3,strong-knows,3,True
sfq_14547,Which TV programme's 'experts' include Francis Prior and Phil Harding?,Time Team,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_14587,Who was the author of 'Daniel Deronda' published in 1876?,GEORGE ELIOT,PERSON,strong-knows,3,strong-knows,3,True
sfq_14978,"In which US TV series was Peter Graves greeted with the message 'Good morning, Mr Phelps '?",MISSION IMPOSSIBLE,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_15048,Which car company has owned the Lagonda name since 1947?,Aston Martin,ORG,strong-knows,3,strong-knows,3,True
sfq_15126,"Who was born at Villa Mon Repos, Corfu, in 1921?",Prince Philip,PERSON,guess,1,strong-knows,3,False
sfq_15153,Hagar was the mother of which of Abraham's sons?,Ishmael,PERSON,strong-knows,3,strong-knows,3,True
sfq_15391,What was the name of the frog in the children's TV series Hector's House?,KIKI,PERSON,doesn't-know,0,doesn't-know,0,True
sfq_15401,Which classical author wrote the Anabasis?,XENOPHON,PERSON,strong-knows,3,strong-knows,3,True
sfq_15605,Who wrote the original novel 'The Phantom of the Opera' in 1910?,GASTON LEROUX,PERSON,strong-knows,3,strong-knows,3,True
sfq_15723,"John Crome was the main artist of which group of English painters, named after the city where he was born?",The Norwich School,ORG,strong-knows,3,strong-knows,3,True
sfq_1581,"""In the TV series, """"The Rockford Files"""", which actor played Rockford's father, """"Rocky""""?""",NOAH BEERY JR.,PERSON,strong-knows,3,strong-knows,3,True
sfq_15952,Who hosts the ITV show 'Take Me Out'?,Paddy McGuiness,PERSON,strong-knows,3,strong-knows,3,True
sfq_16242,Who was the founder of Sikhism?,GURU NANAK,PERSON,strong-knows,3,strong-knows,3,True
sfq_16267,"With regard to book titles, if TDVC is 'The Da Vinci Code', which E L James book is F S 0 G?",FIFTY SHADES OF GREY,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_16309,Which female singer won her second Mercury Music Prize in 2011 for her album let England Shake'?,P J HARVEY,PERSON,strong-knows,3,strong-knows,3,True
sfq_16410,Who wrote the 1984 Booker Prize winning novel 'Hotel Du Lac'?,Anita Brookner,PERSON,strong-knows,3,strong-knows,3,True
sfq_16447,What was the name of the car ferry that capsized whilst leaving Zeebrugge in 1987?,Herald of Free Enterprise,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_16515,Which artist painted 'The Laughing Cavalier'?,Frans Hals,PERSON,strong-knows,3,strong-knows,3,True
sfq_17007,"The film '10 things I hate about you', was inspired by which of Shakespeare's plays?",The Taming of the Shrew,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_17020,In which Asian city is the 830 metres high Burj Khalifa?,DUBAI,GPE,strong-knows,3,strong-knows,3,True
sfq_17082,Who is the female presenter of the Channel 4 quiz show '1001 things you should know'?,Sandi Toksvig,PERSON,guess,1,guess,1,True
sfq_17405,The marine iguana can only be found on which islands?,GALAPAGOS ISLANDS,LOC,strong-knows,3,strong-knows,3,True
sfq_17413,What nationality was sculptor Constantin Brancusi?,ROMANIAN,NORP,strong-knows,3,strong-knows,3,True
sfq_17657,What is added to white wine to make a Kir?,Cassis,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_17761,From which Daphne DuMaurier book is the opening line 'Last night I dreamt I went to Manderlay again'?,REBECCA,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_17762,In which country was the actor Sid James born?,SOUTH AFRICA,GPE,strong-knows,3,strong-knows,3,True
sfq_17967,In the 1920s by what name did Angelo Siciliano become better known?,CHARLES ATLAS,PERSON,strong-knows,3,strong-knows,3,True
sfq_18010,Which literary character is the best known creation of the writer Earl Derr Biggers?,CHARLIE CHAN,PERSON,strong-knows,3,strong-knows,3,True
sfq_1811,"Alan Coren, who died in 2007, and Sandi Tostvig were rival captains on which TV game show?",CALL MY BLUFF,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_18476,Which golfer is nicknamed 'El Niño'?,SERGIO GARCIA,PERSON,strong-knows,3,strong-knows,3,True
sfq_18541,Who played the Riddler in the original Batman TV series?,FRANK GORSHIN,PERSON,strong-knows,3,strong-knows,3,True
sfq_18857,The airport Guglielmo Marconi is the airport of which city?,BOLOGNA,GPE,strong-knows,3,strong-knows,3,True
sfq_18876,Juba is the capital of which country?,South Sudan,GPE,strong-knows,3,strong-knows,3,True
sfq_19141,"Which poet's house at 24 Hollies Street, London, was commemorated by the first Blue Plaque, unveiled in 1867?",Lord Byron,PERSON,doesn't-know,0,guess,1,False
sfq_19285,How many basic positions are there in classical ballet?,Five,CARDINAL,strong-knows,3,strong-knows,3,True
sfq_19324,With which French King were Mme de Pompadour and Mme Du Barry associated?,LOUIS XV,PERSON,strong-knows,3,strong-knows,3,True
sfq_19397,Whose portrait is to appear on the new £10 note due to be issued in 2017?,Jane Austen,PERSON,strong-knows,3,strong-knows,3,True
sfq_19481,Who had a hit in 1955 with Rock Around the Clock?,Bill Haley and the Comets,ORG,strong-knows,3,strong-knows,3,True
sfq_19508,"Which singer and actress who lived from 1963 - 2012, shares her surname with major city in Texas?",Whitney Houston,PERSON,strong-knows,3,strong-knows,3,True
sfq_19513,Which county won the 2013 Cricket County Championship?,Durham,GPE,weak-knows,2,strong-knows,3,False
sfq_19566,Who in the Old Testament is the father of King David?,JESSE,PERSON,strong-knows,3,strong-knows,3,True
sfq_19692,Which British TV character set up a chain of shops called Grot?,Reggie Perrin,PERSON,doesn't-know,0,doesn't-know,0,True
sfq_19717,David Balfour and Alan Breck are characters in books by which author?,ROBERT LOUIS STEVENSON,PERSON,strong-knows,3,strong-knows,3,True
sfq_19745,Complete the title of the debut novel by Tony Hawks 'Round Ireland with a .',FRIDGE,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_19880,The internal angles of a quadrilateral add up to how many degrees?,360,CARDINAL,strong-knows,3,strong-knows,3,True
sfq_19977,What is the highest mountain in the world not in a mountain range?,KILIMANJARO,LOC,doesn't-know,0,doesn't-know,0,True
sfq_19994,"Which villain, played by Richard Kiel, appeared in two James Bond movies, 'The Spy Who Loved Me' and 'Moonraker'?",Jaws,PERSON,strong-knows,3,strong-knows,3,True
sfq_20017,Which organisation was founded by the lawyer Peter Benenson in London in 1961?,Amnesty International,ORG,strong-knows,3,strong-knows,3,True
sfq_20202,Who directed the 2014 film 'Jersey Boys'?,CLINT EASTWOOD,PERSON,strong-knows,3,strong-knows,3,True
sfq_20219,Maurice Cole was better known as which comedian?,KENNY EVERETT,PERSON,strong-knows,3,strong-knows,3,True
sfq_20243,Who was the only female candidate in the 2010 Labour leadership contest?,DIANE ABBOTT,PERSON,guess,1,strong-knows,3,False
sfq_20251,What is the name of the river that runs through Madrid?,Manzanares,LOC,strong-knows,3,strong-knows,3,True
sfq_20420,In which US state is Green Bay?,Wisconsin,GPE,strong-knows,3,strong-knows,3,True
sfq_20503,Which river flows into the North Sea at Hamburg?,Elbe,LOC,strong-knows,3,strong-knows,3,True
sfq_20731,In which of Thomas Hardy's novels is Bathsheba Everdene the heroine?,Far From The Madding Crowd,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_20846,Which famous London Building was completed in 1951 from a design by Hugh Casson?,ROYAL FESTIVAL HALL,FAC,strong-knows,3,strong-knows,3,True
sfq_20949,Broxtowe District Council is in which English county?,Nottinghamshire,GPE,strong-knows,3,strong-knows,3,True
sfq_21003,Who designed the Volkswagen Beetle?,FERDINAND PORSCHE,PERSON,strong-knows,3,strong-knows,3,True
sfq_21008,Where does Rupert Bear live?,NUTWOOD,GPE,strong-knows,3,strong-knows,3,True
sfq_21052,Nomophobia is the fear of being without or losing what?,Mobile phone,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_21500,At which racecourse did A P McCoy ride his 4000th winner?,Towcester,LOC,weak-knows,2,weak-knows,2,True
sfq_21828,Who was the first actor to be knighted?,(Henry) IRVING,PERSON,strong-knows,3,weak-knows,2,False
sfq_2189,What was the name of the private eye played by Trevor Eve on TV in the '70s?,Eddie Shoestring,PERSON,strong-knows,3,strong-knows,3,True
sfq_22058,Which author also writes under the name Barbara Vine?,RUTH RENDELL,PERSON,strong-knows,3,strong-knows,3,True
sfq_22149,Who played the part of Dr Mark Sloan in the TV series Diagnosis Murder?,Dick van Dyke,PERSON,strong-knows,3,strong-knows,3,True
sfq_22204,"Which is the home city of cricketer Sachin Tendulkar, where he recently finished his career?",Mumbai,GPE,strong-knows,3,strong-knows,3,True
sfq_22246,Who produces and presents the BBC arts programme Imagine?,Alan Yentob,PERSON,strong-knows,3,strong-knows,3,True
sfq_22505,"An orrery, popular in the 13th and 19th centuries, was a model of what?",The Solar System,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_22593,The statue of the 'Little Mermaid' is in the harbour of which city?,Copenhagen,GPE,strong-knows,3,strong-knows,3,True
sfq_22623,"In a film who married Princess Fiona, the daughter of King Harold and Queen Lillian of Far, Far Away?",Shrek,PERSON,strong-knows,3,strong-knows,3,True
sfq_22626,Who was shot and killed along with his mistress Clara Petacci on 28th April 1945?,Benito Mussolini,PERSON,strong-knows,3,strong-knows,3,True
sfq_22756,"Established in 1903, what was Britain's first designated Garden City?",Letchworth,GPE,strong-knows,3,strong-knows,3,True
sfq_22792,When was the guillotine last used in France?,1977,DATE,strong-knows,3,strong-knows,3,True
sfq_22883,"What was the first name of the father of Isambard Kingdom Brunel, a French engineer who moved to England and constructed the Thames Tunnel?",Marc,PERSON,strong-knows,3,strong-knows,3,True
sfq_22920,Who was the choreographer of the dance troupe Hot Gossip?,Arlene Phillips,PERSON,strong-knows,3,strong-knows,3,True
sfq_22949,"What F1 event is now for vintage and classic cars, run from Brescia to Rome?",Mille Miglia,EVENT,strong-knows,3,strong-knows,3,True
sfq_22957,Michelangelo Merisi (or Amerighi) is the birth name of which artist?,Caravaggio,PERSON,strong-knows,3,strong-knows,3,True
sfq_22971,"The Gateway Arch, aka Gateway to the West, America?s largest man-made monument, is in which city?","St. Louis, Mo",GPE,strong-knows,3,strong-knows,3,True
sfq_23123,Who voices Donkey in the Shrek series of films?,EDDIE MURPHY,PERSON,strong-knows,3,strong-knows,3,True
sfq_23157,What was the previous name of the city of Maputo?,LOURENCO MARQUES,GPE,strong-knows,3,strong-knows,3,True
sfq_2319,"Lacock Abbey in Wiltshire, now in the hands of the National Trust, was the home of which pioneer of photography?",William Fox Talbot,PERSON,strong-knows,3,strong-knows,3,True
sfq_23258,Caroline of Brunswick was married to which British king?,GEORGE IV,PERSON,strong-knows,3,strong-knows,3,True
sfq_2330,"Who, in November 2005, became the first ever female Chancellor of Germany?",Angela Merkel,PERSON,strong-knows,3,strong-knows,3,True
sfq_23316,Which city was the setting for Shakespeare’s play Measure for Measure?,Vienna,GPE,strong-knows,3,strong-knows,3,True
sfq_23352,The 1982 Time Magazine Man of the Year was awarded to which device?,The Personal Computer,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_23460,Name either of the cities served by Robin Hood airport?,Doncaster/Sheffield,GPE,strong-knows,3,doesn't-know,0,False
sfq_23473,Which musical instrument is Albert Schweitzer known to have played?,Organ,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_2355,In which year was Mrs Indira Gandhi assassinated?,1984,DATE,strong-knows,3,strong-knows,3,True
sfq_24050,Who is associated with the words ‘Live long and prosper’?,Mr. Spock,PERSON,strong-knows,3,strong-knows,3,True
sfq_24341,"""Which film ends with the line 'Kevin, what did you do to my room""""?""",HOME ALONE,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_24417,Oswald Cobblepot is a devious crime-boss who is seldom seen without one of his trick-umbrellas. How is this Batman villain better known?,PENGUIN,PERSON,strong-knows,3,strong-knows,3,True
sfq_24521,"""Which British comedian and actor played Dr Gregory House in the US TV series """"House""""?""",Hugh Laurie,PERSON,strong-knows,3,strong-knows,3,True
sfq_24622,Which American president was assassinated by Charles Guiteau in 1881?,James A Garfield,PERSON,strong-knows,3,strong-knows,3,True
sfq_24731,Roman Emperor Vespasian came to power in 69AD - the Year of the Four Emperors. Name any of the other three Emperors that year.,"Galba, Otho, Vitellius",PERSON,strong-knows,3,strong-knows,3,True
sfq_2500,The Vinson Massif is the highest mountain of which continent?,Antarctica,LOC,strong-knows,3,strong-knows,3,True
sfq_25261,"In 2009 to what did the United Kingdom’s largest insurance company, Norwich Union, change its name?",AVIVA,ORG,strong-knows,3,strong-knows,3,True
sfq_25339,"""Who wrote the novels """"Berlin Game"""", """"Mexico Set"""" and """"London Match""""?""",(Len) DEIGHTON,PERSON,strong-knows,3,strong-knows,3,True
sfq_2538,"Actor John Hewer died early in 2008 aged 86; under what name did everybody know him better, in a series of TV adverts?",Captain Birdseye,PERSON,guess,1,weak-knows,2,False
sfq_25397,For which bank was Nick Leeson working at the time of his criminal dealings?,Barings,ORG,strong-knows,3,strong-knows,3,True
sfq_25428,Whose 2014 best-selling novel ‘Be Careful What You Wish For’ is the fourth in the Clifton Chronicles series?,Jeffrey Archer,PERSON,strong-knows,3,strong-knows,3,True
sfq_25534,Who wrote the novel The Naked and the Dead?,NORMAN MAILER,PERSON,strong-knows,3,strong-knows,3,True
sfq_25614,Which football team plays its home games at Portman Road?,Ipswich Town,ORG,strong-knows,3,strong-knows,3,True
sfq_25869,The 1999 film 10 Things I Hate About You starring Heath Ledger and Julia Stiles is a modern version of which Shakespeare play?,THE TAMING OF THE SHREW,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_26044,"""Who wrote the trilogy of books """"The Millennium Trilogy"""" featuring the character Lisbeth Salander?""",Stieg Larsson,PERSON,strong-knows,3,strong-knows,3,True
sfq_26158,Which fruit is also known as the alligator pear?,Avocado,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_26192,"Who was the main female singer with the groups Jefferson Airplane, Jefferson Starship and Starship?",Grace Slick,PERSON,strong-knows,3,strong-knows,3,True
sfq_2666,"'Sunrise, Sunset' and 'Tradition' are songs from which musical?",Fiddler on the Roof,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_2721,Who first achieved stardom as the gangster Duke Mantee in the film 'The Petrified Forest'?,Humphrey Bogart,PERSON,strong-knows,3,strong-knows,3,True
sfq_2754,What was the original use of the building which now houses the Tate Modern Art Gallery in London?,(Bankside) Power Station,FAC,strong-knows,3,strong-knows,3,True
sfq_2803,"""Which stage and film musical features the song, """"A Cock-eyed Optimist""""?""",SOUTH PACIFIC,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_2820,"""Who played the part of the tragic Jennifer Cavalleri in the 1970 film, """"Love Story""""?""",ALI McGRAW,PERSON,strong-knows,3,strong-knows,3,True
sfq_2901,What was said to have been guarded by the Fisher King?,The Holy Grail,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_2993,"Which TV series, filmed in and around Aylesbury in Buckinghamshire, is adapted from the novels of Caroline Graham?",MIDSOMER MURDERS,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_3002,"Which American Ivy League University is situated in Ithaca, New York State?",CORNELL UNIVERSITY,ORG,strong-knows,3,strong-knows,3,True
sfq_3130,In which city were the Olympic Games held in which Torvill & Dean won the Gold Medal dancing to Bolero?,SARAJEVO,GPE,strong-knows,3,strong-knows,3,True
sfq_3395,In which city were the 2009 World Athletic Championships held?,Berlin,GPE,strong-knows,3,strong-knows,3,True
sfq_3490,Which rugby league team is known as the Rhinos?,LEEDS,GPE,strong-knows,3,strong-knows,3,True
sfq_3577,"Constantia, famous as a wine growing area, is a suburb of which South African city?",CAPE TOWN,GPE,strong-knows,3,strong-knows,3,True
sfq_3663,Which is the largest of the United Arab Emirates?,Abu Dhabi,GPE,strong-knows,3,strong-knows,3,True
sfq_3731,In which year did the Battle of Gettysburg take place?,1863,DATE,strong-knows,3,strong-knows,3,True
sfq_3811,Which singer had a number 1 hit album in 2008 entitled 'Hard Candy'?,Madonna,PERSON,strong-knows,3,strong-knows,3,True
sfq_4039,"What is the name of the semi-fluid, clarified butter used in Indian cookery?",Ghee,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_4328,Actress Fenella Fielding was the sister of which famous comedian and comic actor?,MARTY FELDMAN,PERSON,doesn't-know,0,doesn't-know,0,True
sfq_4364,"""El Gouna, known as the """"Venice of the Red Sea"""", is a holiday resort in which country?""",EGYPT,GPE,strong-knows,3,strong-knows,3,True
sfq_4394,"""In 1965, which American pop group, whose original members include the legendary David Crosby, had a No.1 hit with the Bob Dylan song, """"Mr Tambourine Man""""?""",THE BYRDS,ORG,strong-knows,3,strong-knows,3,True
sfq_4438,Which river runs through Hamburg?,Elbe,LOC,strong-knows,3,strong-knows,3,True
sfq_4464,Who wrote the play She Stoops to Conquer?,Oliver Goldsmith,PERSON,strong-knows,3,strong-knows,3,True
sfq_4573,Aqua Arnemetiae is the Roman name for which British town?,Buxton,GPE,doesn't-know,0,doesn't-know,0,True
sfq_486,Who is the youngest female singer to have a UK No. 1 hit?,Helen Shapiro,PERSON,doesn't-know,0,doesn't-know,0,True
sfq_4947,"In which State is USA's highest mountain, Mount McKinley?",Alaska,GPE,strong-knows,3,strong-knows,3,True
sfq_5173,On which island was the famous photograph taken showing US Marines raising the US flag over Mt Suribachi in February 1945?,Iwo Jima,LOC,strong-knows,3,strong-knows,3,True
sfq_522,In which county is the polo venue of Cowdray Park?,(West) Sussex,GPE,strong-knows,3,strong-knows,3,True
sfq_5240,Which TV/film animated space age family have a dog called Astro?,The Jetsons,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_5269,Which Alpine peak is known in Italy as Monte Cervino?,The Matterhorn,LOC,strong-knows,3,strong-knows,3,True
sfq_5348,Sean Connery's first Oscar was awarded for his role in which film?,THE UNTOUCHABLES,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_550,What is the imperial distance of a marathon race?,"26 miles, 385 yards",QUANTITY,strong-knows,3,strong-knows,3,True
sfq_5599,In which US state is New Haven?,Connecticut,GPE,strong-knows,3,strong-knows,3,True
sfq_5790,"Who has children called Track, Bristol, Piper, Trig and Willow?",SARAH PALIN,PERSON,strong-knows,3,strong-knows,3,True
sfq_5874,Who was the wife of Moses?,Zipporah,PERSON,strong-knows,3,strong-knows,3,True
sfq_6038,Nigel Farage is the leader of which political party?,UKIP,ORG,strong-knows,3,strong-knows,3,True
sfq_6053,"In 2009, a special design was used on the reverse of the 50p coin to commemorate the 250th anniversary of which establishment?",Royal Botanical Gardens at Kew,FAC,strong-knows,3,strong-knows,3,True
sfq_6104,"""Who is the composer of """"The L'Arlesienne Suite""""?""",BIZET,PERSON,strong-knows,3,strong-knows,3,True
sfq_6195,The Battle of Corunna (1809) took place in which war?,Peninsular War,EVENT,strong-knows,3,strong-knows,3,True
sfq_6362,Who played the part of companion Martha Jones in the 2007 series of Dr Who?,FREEMA AGYEMAN,PERSON,strong-knows,3,strong-knows,3,True
sfq_6489,Who makes or made the model of vehicle the Kangoo?,Renault,ORG,strong-knows,3,strong-knows,3,True
sfq_6518,Which author created the fictional character Sergeant Cuff?,Wilkie Collins,PERSON,strong-knows,3,strong-knows,3,True
sfq_6596,The Kina is the monetary unit of which Oceania country?,Papua New Guinea,GPE,strong-knows,3,strong-knows,3,True
sfq_6598,"Which country has provinces including Masvingo, Midlands and Manicaland?",Zimbabwe,GPE,strong-knows,3,strong-knows,3,True
sfq_6617,Which is the most famous painting by Edvard Munch?,THE SCREAM,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_6666,Whose hit 'I Will Survive' became an anthem for Women's' Lib?,GLORIA GAYNOR,PERSON,strong-knows,3,strong-knows,3,True
sfq_6829,By what name is the garden flowering plant hypericum commonly known?,ST JOHN'S WORT,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_6881,"""Which composer, born in Grenoble in 1803 wrote """"Benvenuto Cellini"""", the first of his three operas?""",HECTOR BERLIOZ,PERSON,strong-knows,3,strong-knows,3,True
sfq_6903,In which European capital city are the Hofburg Imperial Palace and St Stephen's Cathedral to be found?,VIENNA,GPE,strong-knows,3,strong-knows,3,True
sfq_6946,Which was the first of the Mr. Men characters to be created by cartoonist Roger Hargreaves?,MR TICKLE,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_7091,The Scottish football club Ferranti Thistle joined the Scottish Football League in 1974 as Meadowbank Thistle; in 1995 they relocated and changed their name to what?,Livingston,GPE,strong-knows,3,strong-knows,3,True
sfq_7155,The city of Leeds stands on which river?,AIRE,LOC,strong-knows,3,strong-knows,3,True
sfq_7159,From which continent does the world's smallest bear the Sun Bear originate?,(SOUTH EAST) ASIA,LOC,strong-knows,3,doesn't-know,0,False
sfq_7221,Who is currently the Prime Minister of New Zealand?,JOHN KEY,PERSON,doesn't-know,0,doesn't-know,0,True
sfq_7227,"""""""Holding Back the Years"""", was a US No 1 hit record for which British pop group?""",SIMPLY RED,ORG,strong-knows,3,strong-knows,3,True
sfq_7459,Richard Joseph Daley was the infamous mayor of which major US City in the 1960's?,CHICAGO,GPE,strong-knows,3,strong-knows,3,True
sfq_7681,"Which actor was the fifth Doctor Who from 1982-1984, and in that role often wore Edwardian cricket costume?",PETER DAVISON,PERSON,strong-knows,3,strong-knows,3,True
sfq_7766,"Which scientist said 'I don't know what weapons World War 3 will be fought with, but World War 4 will be fought with sticks and stones'?",ALBERT EINSTEIN,PERSON,strong-knows,3,strong-knows,3,True
sfq_7796,In which part of the body will you find the 'Ligamentum nuchae'?,The Neck,LOC,strong-knows,3,strong-knows,3,True
sfq_7857,Summerisle is the setting for which 1973 horror film?,The Wicker Man,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_7903,"What was the name of the scientist who discovered radiation belts around the Earth at a height of approximately 10,000 miles?",James Van Allen,PERSON,strong-knows,3,strong-knows,3,True
sfq_797,What was the stage name of singer/actor Terence Nelhams?,Adam Faith,PERSON,strong-knows,3,strong-knows,3,True
sfq_8018,The songs 'My Funny Valentine' and 'The Lady is a Tramp' were first featured in which Rodgers & Hart musical?,BABES IN ARMS,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_8173,"Which British periodical was founded by Joseph Addison and Richard Steel in 1711, the current magazine bearing the title was launched in 1828?",The Spectator,WORK_OF_ART,strong-knows,3,strong-knows,3,True
sfq_8219,In which country was the 2010 football African Nations Cup held?,ANGOLA,GPE,strong-knows,3,strong-knows,3,True
sfq_8391,Who created the Barry McKenzie cartoon strip in the 1960s?,Barry Humphries,PERSON,guess,1,strong-knows,3,False
sfq_8465,Basutoland is now known as what?,Lesotho,GPE,strong-knows,3,strong-knows,3,True
sfq_8522,What was the Elephant Man's real name?,Joseph Merrick,PERSON,strong-knows,3,strong-knows,3,True
sfq_8560,What was the name given to the German annexation of Austria in 1938?,Anschluss,EVENT,strong-knows,3,strong-knows,3,True
sfq_8671,"According to Greek myth, who built the labyrinth on Crete for King Minos?",DAEDALUS,PERSON,strong-knows,3,strong-knows,3,True
sfq_8710,Zamalek is a top football club from which African country?,EGYPT,GPE,strong-knows,3,strong-knows,3,True
sfq_8867,In which city does the action of the Shakespeare play Measure for Measure take place?,Vienna,GPE,strong-knows,3,strong-knows,3,True
sfq_8877,What was the name of the American Presidential retreat before it was called Camp David?,Shangri-La,FAC,strong-knows,3,strong-knows,3,True
sfq_893,On which island is Reina Sofia Airport?,Tenerife,GPE,strong-knows,3,strong-knows,3,True
sfq_8966,"In 1926, Irish aristocrat Violet Gibson attempted but failed to assassinate which political leader?",Benito Mussolini,PERSON,strong-knows,3,strong-knows,3,True
